Game_Name,game_released,game_rating,game_platform,game_genres,game_stores,game_tags_name
Borderlands,2009-10-20,3.87,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter', 'RPG']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Co-op', 'Dark Humor', 'First-Person', 'FPS', 'Funny', 'Gore', 'Local Co-Op', 'Loot', 'Multiplayer', 'Online Co-Op', 'Open World', 'Post-apocalyptic', 'RPG', 'Sci-fi', 'Singleplayer', 'cooperative']"
Deus Ex: Mankind Divided,2016-08-23,3.95,"['Linux', 'PC', 'PlayStation 4', 'Xbox One', 'macOS']","['Action', 'RPG']","['Xbox Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Conspiracy', 'Cyberpunk', 'Dystopian', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Illuminati', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person', 'Transhumanism', 'steam-trading-cards']"
L.A. Noire,2011-05-17,4.15,"['PlayStation 3', 'PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox 360']","['Action', 'Adventure']","['Xbox Store', 'Xbox 360 Store', 'Nintendo Store', 'Steam', 'PlayStation Store']","['3D Vision', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Cinematic', 'Crime', 'Detective', 'Investigation', 'Mature', 'Mystery', 'Noir', 'Nudity', 'Open World', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter']"
Alan Wake,2010-05-14,4.14,"['PC', 'Xbox 360']","['Action', 'Shooter', 'Adventure']","['Epic Games', 'Xbox 360 Store', 'Steam', 'GOG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Dark', 'Episodic', 'Great Soundtrack', 'Horror', 'Mystery', 'Narration', 'Singleplayer', 'Story Rich', 'Supernatural', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'Thriller', 'controller support', 'steam-trading-cards']"
Grand Theft Auto: San Andreas,2004-10-26,4.46,"['PC', 'iOS', 'macOS', 'Android', 'PlayStation 3', 'Xbox 360', 'PlayStation 2', 'Xbox']",['Action'],"['PlayStation Store', 'Google Play', 'App Store', 'Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Atmospheric', 'Classic', 'Comedy', 'Crime', 'Driving', 'Funny', 'Great Soundtrack', 'Mature', 'Moddable', 'Multiplayer', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Remote Play on Phone', 'Remote Play on Tablet']"
Wolfenstein: The New Order,2014-05-19,4.21,"['PC', 'PlayStation 3', 'Xbox 360', 'PlayStation 4', 'Xbox One']","['Action', 'Shooter']","['GOG', 'Xbox 360 Store', 'PlayStation Store', 'Steam', 'Xbox Store']","['Alternate History', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Atmospheric', 'Dystopian', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Historical', 'Horror', 'Multiplayer', 'Robots', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'War', 'World War II']"
Mass Effect 2,2010-01-26,4.48,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'RPG']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Action RPG', 'Atmospheric', 'Character Customization', 'Choices Matter', 'Cinematic', 'Classic', 'Female Protagonist', 'Great Soundtrack', 'Real-Time with Pause', 'Romance', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Third Person', 'Third-Person Shooter']"
The Last Of Us Remastered,2014-07-29,4.69,['PlayStation 4'],"['Action', 'Shooter', 'Adventure']",['PlayStation Store'],"['Action-Adventure', 'Action RPG', 'Atmospheric', 'Multiplayer', 'Stealth', 'Survival', 'Zombies', '3rd-Person Perspective', 'exclusive']"
Half-Life Deathmatch: Source,2006-05-01,3.28,"['PC', 'Linux', 'macOS']",['Action'],['Steam'],"['Valve Anti-Cheat enabled', 'Classic', 'First-Person', 'FPS', 'Horror', 'Multiplayer', 'Sci-fi']"
Half-Life,1998-11-10,4.36,"['PC', 'Linux', 'macOS', 'PlayStation 2']","['Action', 'Shooter']",['Steam'],"[""1990's"", 'Aliens', 'Atmospheric', 'Valve Anti-Cheat enabled', 'Classic', 'Difficult', 'First-Person', 'FPS', 'Funny', 'Great Soundtrack', 'Linear', 'Moddable', 'Multiplayer', 'Retro', 'Sci-fi', 'Silent Protagonist', 'Singleplayer', 'Story Rich']"
Bastion,2011-07-20,4.22,"['PC', 'iOS', 'Xbox One', 'macOS', 'Xbox 360', 'Nintendo Switch', 'PS Vita', 'PlayStation 4']","['Action', 'RPG', 'Indie']","['App Store', 'Xbox 360 Store', 'PlayStation Store', 'Nintendo Store', 'GOG', 'Steam', 'Xbox Store']","['2D', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Colorful', 'Controller', 'Dynamic Narration', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Isometric', 'Music', 'Narration', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Story Rich', 'Twin Stick Shooter', 'controller support', 'role-playing', 'steam-trading-cards']"
Far Cry 3,2012-11-28,4.22,"['PC', 'PlayStation 3', 'Xbox 360', 'PlayStation 4', 'Xbox One']","['Action', 'Shooter']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Partial Controller Support', 'Atmospheric', 'Colorful', 'Co-op', 'Crafting', 'First-Person', 'FPS', 'Hunting', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'cooperative']"
Dead Space,2008-10-13,4.37,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store', 'GOG', 'Steam']","['Full controller support', 'Aliens', 'Atmospheric', 'Dark', 'Futuristic', 'Gore', 'Horror', 'RPG', 'Sci-fi', 'Silent Protagonist', 'Singleplayer', 'Space', 'Story Rich', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'Zombies', 'controller support']"
XCOM: Enemy Unknown,2012-10-09,4.19,"['PC', 'macOS', 'PlayStation 3', 'Xbox 360', 'Android', 'iOS']",['Strategy'],"['PlayStation Store', 'Google Play', 'Xbox 360 Store', 'Steam']","['Cross-Platform Multiplayer', 'Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Base Building', 'Character Customization', 'Difficult', 'Futuristic', 'Great Soundtrack', 'Isometric', 'Multiplayer', 'Perma Death', 'Replay Value', 'RPG', 'Sci-fi', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'steam-trading-cards']"
Marvel's Spider-Man,2018-09-07,4.45,['PlayStation 4'],['Action'],['PlayStation Store'],"['Action-Adventure', 'America', 'Atmospheric', ""Beat 'em up"", 'Cinematic', 'Comic Book', 'Exploration', 'Open World', 'Singleplayer', 'Superhero', '3rd-Person Perspective', 'exclusive', 'true exclusive', 'aaa ', 'new york']"
Dark Souls III,2016-04-11,4.39,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'RPG']","['PlayStation Store', 'Steam', 'Xbox Store']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Atmospheric', 'Character Customization', 'Co-op', 'Dark Fantasy', 'Difficult', 'Exploration', 'Great Soundtrack', 'Horror', 'Lore-Rich', 'Multiplayer', 'Open World', 'PvP', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person', 'cooperative', 'steam-trading-cards']"
For Honor,2017-02-13,3.33,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'Massively Multiplayer']","['Epic Games', 'PlayStation Store', 'Steam', 'Xbox Store']","['Partial Controller Support', 'Atmospheric', 'Co-op', 'Fantasy', 'Gore', 'Hack and Slash', 'Medieval', 'MOBA', 'Multiplayer', 'Online Co-Op', 'PvP', 'Realistic', 'RPG', 'Singleplayer', 'Story Rich', 'Swordplay', 'Third Person', 'War', 'Online multiplayer', 'cooperative', 'steam-trading-cards']"
Brutal Legend,2009-10-12,3.69,"['macOS', 'iOS', 'Linux', 'PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Strategy']","['App Store', 'itch.io', 'Xbox 360 Store', 'Steam', 'GOG', 'PlayStation Store']","['Full controller support', 'Action-Adventure', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', ""Beat 'em up"", 'Comedy', 'Fantasy', 'Funny', 'Gothic', 'Great Soundtrack', 'Hack and Slash', 'Multiplayer', 'Music', 'Open World', 'RPG', 'RTS', 'Singleplayer', 'Third Person', 'controller support', 'Real time strategy', 'steam-trading-cards']"
Bloodborne,2015-03-24,4.37,['PlayStation 4'],"['Action', 'RPG']",['PlayStation Store'],"['exclusive', 'true exclusive']"
Garry's Mod,2004-12-24,3.73,"['Linux', 'macOS', 'PC']",['Indie'],['Steam'],"['Cross-Platform Multiplayer', 'Captions available', 'Includes level editor', 'Animation & Modeling', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Building', 'Comedy', 'Co-op', 'First-Person', 'FPS', 'Funny', 'Mod', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Physics', 'Sandbox', 'Singleplayer', 'steam-trading-cards']"
Hitman: Absolution,2012-11-19,3.7,"['PC', 'macOS', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['PlayStation Store', 'GOG', 'Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Controller', 'Crime', 'Difficult', 'Linear', 'Multiplayer', 'Replay Value', 'Score Attack', 'Singleplayer', 'Stealth', 'Story Rich', 'Tactical', 'Third Person', 'Third-Person Shooter', 'steam-trading-cards', 'european']"
Mass Effect,2007-11-16,4.37,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'RPG']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Action RPG', 'Atmospheric', 'Character Customization', 'Choices Matter', 'Dark Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Open World', 'Real-Time with Pause', 'Romance', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich', 'Third Person', 'Third-Person Shooter']"
Path of Exile,2013-10-23,3.67,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'RPG', 'Massively Multiplayer', 'Indie']","['PlayStation Store', 'Xbox Store', 'Steam']","['In-App Purchases', 'Action RPG', 'Steam Achievements', 'Character Customization', 'Co-op', 'Dark Fantasy', 'Dungeon Crawler', 'Fantasy', 'Fishing', 'Free to Play', 'Hack and Slash', 'Inventory Management', 'Loot', 'MMORPG', 'Multiplayer', 'Online Co-Op', 'PvE', 'RPG', 'Singleplayer', 'Online multiplayer', 'cooperative', 'mmo', 'steam-trading-cards']"
METAL GEAR SOLID V: GROUND ZEROES,2014-03-18,3.9,"['PC', 'Xbox 360', 'Xbox One', 'PlayStation 3', 'PlayStation 4']","['Action', 'Shooter']","['App Store', 'PlayStation Store', 'Xbox 360 Store', 'Steam', 'Xbox Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Cinematic', 'Classic', 'Cold War', 'Comedy', 'Dark', 'Great Soundtrack', 'Open World', 'Replay Value', 'Sandbox', 'Short', 'Singleplayer', 'Stealth', 'Story Rich', 'Tactical', 'Third Person', 'Third-Person Shooter']"
Counter-Strike: Source,2004-11-01,3.69,"['PC', 'Linux', 'macOS']",['Shooter'],['Steam'],"['Cross-Platform Multiplayer', 'Includes Source SDK', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Valve Anti-Cheat enabled', 'Competitive', 'Difficult', 'e-sports', 'First-Person', 'FPS', 'Military', 'Moddable', 'Multiplayer', 'PvP', 'Sandbox', 'Singleplayer', 'Survival', 'Tactical', 'Team-Based', 'War', 'stats']"
Borderlands: The Pre-Sequel,2014-10-13,3.59,"['Linux', 'PlayStation 4', 'PC', 'Android', 'macOS', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter', 'RPG']","['App Store', 'Google Play', 'PlayStation Store', 'Xbox 360 Store', 'Steam']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Co-op', 'Female Protagonist', 'First-Person', 'FPS', 'Funny', 'Loot', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'cooperative', 'steam-trading-cards']"
Assassin’s Creed IV: Black Flag,2013-10-29,4.05,"['PC', 'Nintendo Switch', 'PlayStation 3', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'Wii U']",['Action'],"['Nintendo Store', 'Xbox 360 Store', 'Xbox Store', 'Steam', 'PlayStation Store']","['Action-Adventure', 'Action RPG', 'Assassin', 'Atmospheric', 'Exploration', 'Historical', 'Mature', 'Multiplayer', 'Naval', 'Open World', 'Parkour', 'Pirates', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person']"
Prey (2017),2017-05-05,4.29,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'Shooter', 'RPG']","['Xbox Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Heist', 'Horror', 'Open World', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'Stealth', 'Story Rich', 'Survival Horror', 'Violent', 'steam-trading-cards', 'Immersive Sim']"
Mad Max,2015-09-01,3.71,"['Linux', 'PC', 'macOS', 'Xbox One', 'Xbox 360', 'PlayStation 4']",['Action'],"['App Store', 'Xbox 360 Store', 'Steam', 'Xbox Store', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Driving', 'Exploration', 'First-Person', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Third Person', 'Third-Person Shooter', 'War', 'steam-trading-cards']"
Company of Heroes 2,2013-06-25,3.15,"['Linux', 'macOS', 'PC']","['Strategy', 'Simulation']","['App Store', 'Steam']","['Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Base Building', 'Steam Workshop', 'Co-op', 'Great Soundtrack', 'Historical', 'Military', 'Multiplayer', 'Online Co-Op', 'Real-Time', 'Real-Time with Pause', 'RTS', 'Singleplayer', 'Tactical', 'Tanks', 'War', 'World War II', 'cooperative', 'steam-trading-cards', 'stats']"
The Darkness II,2012-02-07,3.69,"['PC', 'macOS', 'Xbox 360', 'PlayStation 3']",['Action'],"['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Comic Book', 'Co-op', 'Dark', 'First-Person', 'FPS', 'Funny', 'Gore', 'Horror', 'Multiplayer', 'Multiple Endings', 'Nudity', 'Short', 'Singleplayer', 'Story Rich', 'Supernatural', 'Violent', 'cooperative']"
Grand Theft Auto: Vice City,2002-10-27,4.41,"['PC', 'iOS', 'macOS', 'Android', 'PlayStation 2', 'PlayStation 3', 'PlayStation 4', 'Xbox']","['Action', 'Shooter']","['PlayStation Store', 'App Store', 'Google Play', 'Steam']","['1980s', 'Partial Controller Support', 'Atmospheric', 'Classic', 'Crime', 'Driving', 'Funny', 'Great Soundtrack', 'Mature', 'Moddable', 'Multiplayer', 'Music', 'Open World', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Violent']"
Transistor,2014-05-20,4.18,"['Linux', 'macOS', 'PC', 'iOS', 'Nintendo Switch', 'PlayStation 4']","['Action', 'RPG', 'Indie']","['Epic Games', 'GOG', 'Nintendo Store', 'Steam', 'PlayStation Store', 'App Store']","['2D', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Female Protagonist', 'Great Soundtrack', 'Hack and Slash', 'Isometric', 'Narration', 'RPG', 'Sci-fi', 'Short', 'Singleplayer', 'Story Rich', 'Tactical', 'Turn-Based', 'role-playing', 'steam-trading-cards']"
Dishonored,2012-09-25,4.35,"['PC', 'Xbox 360', 'Xbox One', 'PlayStation 3', 'PlayStation 4']","['Action', 'Shooter', 'Adventure', 'RPG']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark', 'Dystopian', 'Fantasy', 'First-Person', 'FPS', 'Magic', 'Multiple Endings', 'Open World', 'Replay Value', 'RPG', 'Sci-fi', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich']"
Brothers - A Tale of Two Sons,2013-08-07,4.18,"['Android', 'PlayStation 4', 'PC', 'iOS', 'Xbox 360', 'Nintendo Switch', 'PlayStation 3', 'Xbox One']","['Adventure', 'Indie', 'Puzzle']","['PlayStation Store', 'Nintendo Store', 'Google Play', 'App Store', 'Xbox Store', 'Xbox 360 Store', 'GOG', 'Steam']","['Full controller support', '3D Vision', 'Atmospheric', 'Colorful', 'Controller', 'Fantasy', 'Great Soundtrack', 'Linear', 'Local Co-Op', 'Multiplayer', 'Short', 'Singleplayer', 'Story Rich', 'Third Person', 'Walking Simulator', 'controller support']"
Just Cause 2,2010-03-23,3.6,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Co-op', 'Destruction', 'Exploration', 'FPS', 'Funny', 'Moddable', 'Multiplayer', 'Open World', 'Physics', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'cooperative']"
Just Cause 3,2015-11-30,3.3,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'Shooter']","['Steam', 'Xbox Store', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Atmospheric', 'Comedy', 'Co-op', 'Destruction', 'Exploration', 'Funny', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Open World', 'Parkour', 'Physics', 'RPG', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards']"
Fallout: New Vegas,2010-10-19,4.38,"['PlayStation 3', 'PC', 'Xbox 360']","['Action', 'Shooter', 'RPG']","['Xbox 360 Store', 'PlayStation Store', 'Steam']","['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Atmospheric', 'Character Customization', 'Exploration', 'First-Person', 'FPS', 'Moddable', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Third Person', 'Western']"
Darksiders,2010-01-27,3.75,"['PC', 'Xbox 360', 'PlayStation 3']",['Action'],"['Xbox 360 Store', 'Steam', 'PlayStation Store']","['3D Platformer', 'Action-Adventure', 'Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Character Action Game', 'Controller', 'Fantasy', 'Gore', 'Hack and Slash', 'Metroidvania', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Spectacle fighter', 'Third Person']"
MORTAL KOMBAT X,2015-04-07,3.87,"['PC', 'Android', 'iOS', 'Xbox One', 'PlayStation 4']","['Action', 'Fighting']","['App Store', 'Google Play', 'Steam', 'Xbox Store', 'PlayStation Store']","['2.5D', '2D Fighter', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Blood', 'Competitive', 'Fantasy', 'Female Protagonist', 'Gore', 'Great Soundtrack', 'Horror', 'Local Multiplayer', 'Mature', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Third Person', 'Violent', 'steam-trading-cards']"
Don't Starve Together,2016-04-21,3.81,"['PC', 'Linux', 'macOS', 'Xbox One', 'PlayStation 4']","['Action', 'Simulation', 'Indie']",['Steam'],"['Cross-Platform Multiplayer', '2D', 'Full controller support', 'Atmospheric', 'Steam Workshop', 'Co-op', 'Crafting', 'Difficult', 'Funny', 'Horror', 'Multiplayer', 'Online Co-Op', 'Open World', 'Sandbox', 'Singleplayer', 'Survival', 'Survival Horror', 'cooperative', 'Roguelike', 'steam-trading-cards']"
Counter-Strike,2000-11-01,4.06,"['Xbox', 'Linux', 'macOS', 'PC']","['Action', 'Shooter']",['Steam'],"['1980s', ""1990's"", 'Assassin', 'Valve Anti-Cheat enabled', 'Classic', 'Competitive', 'e-sports', 'First-Person', 'FPS', 'Military', 'Multiplayer', 'Ninja', 'PvP', 'Score Attack', 'Survival', 'Tactical', 'Team-Based']"
GRID 2,2013-05-27,3.3,"['PC', 'macOS', 'Xbox 360', 'PlayStation 3']","['Sports', 'Racing']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['3D Vision', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Valve Anti-Cheat enabled', 'Controller', 'Co-op', 'Driving', 'First-Person', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Open World', 'Realistic', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards']"
BioShock Remastered,2016-09-15,4.27,"['PC', 'macOS', 'Xbox One', 'PlayStation 4']",['Shooter'],"['GOG', 'App Store', 'Steam']","['Commentary available', 'Full controller support', 'Alternate History', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Dark', 'Dystopian', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Remake', 'RPG', 'Sci-fi', 'Singleplayer', 'Steampunk', 'Story Rich', 'Underwater']"
Max Payne 3,2012-05-15,4.23,"['PC', 'macOS', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['3D Vision', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Bullet Time', 'Cinematic', 'Co-op', 'Dark', 'FPS', 'Great Soundtrack', 'Linear', 'Multiplayer', 'Noir', 'Nudity', 'Open World', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent']"
